ID;ROW_NUMBER;PURCHASING_ORGANIZATION;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;VENDOR_CODE;VENDOR_NAME;NET_PRICE;CURRENCY
.1~188;188;A5;02;06;02/06;16/01/2021 00:00;4;16;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~189;189;A5;02;06;02/06;16/01/2021 00:00;4;16;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~190;190;A5;02;06;02/06;16/01/2021 00:00;4;16;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~191;191;A5;02;06;02/06;16/01/2021 00:00;4;16;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~192;192;A5;02;06;02/06;16/01/2021 00:00;4;16;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~193;193;A5;02;07;02/07;17/01/2021 00:00;4;17;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~194;194;A5;02;07;02/07;17/01/2021 00:00;4;17;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~195;195;A5;02;07;02/07;17/01/2021 00:00;4;17;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~196;196;A5;02;07;02/07;17/01/2021 00:00;4;17;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~197;197;A5;02;07;02/07;17/01/2021 00:00;4;17;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~198;198;A5;02;07;02/07;17/01/2021 00:00;4;17;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~199;199;A5;02;07;02/07;17/01/2021 00:00;4;17;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~200;200;A5;02;07;02/07;17/01/2021 00:00;4;17;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~201;201;A5;02;07;02/07;17/01/2021 00:00;4;17;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~202;202;A5;02;07;02/07;17/01/2021 00:00;4;17;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~203;203;A5;02;07;02/07;17/01/2021 00:00;4;17;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~204;204;A5;02;07;02/07;17/01/2021 00:00;4;17;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~205;205;A5;02;08;02/08;18/01/2021 00:00;4;18;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~206;206;A5;02;08;02/08;18/01/2021 00:00;4;18;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~207;207;A5;02;08;02/08;18/01/2021 00:00;4;18;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~208;208;A5;02;08;02/08;18/01/2021 00:00;4;18;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~209;209;A5;02;08;02/08;18/01/2021 00:00;4;18;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~210;210;A5;02;08;02/08;18/01/2021 00:00;4;18;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~211;211;A5;02;08;02/08;18/01/2021 00:00;4;18;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~212;212;A5;02;08;02/08;18/01/2021 00:00;4;18;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~213;213;A5;02;08;02/08;18/01/2021 00:00;4;18;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~214;214;A5;02;08;02/08;18/01/2021 00:00;4;18;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~215;215;A5;02;08;02/08;18/01/2021 00:00;4;18;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~216;216;A5;02;08;02/08;18/01/2021 00:00;4;18;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~217;217;A5;02;09;02/09;19/01/2021 00:00;4;19;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~218;218;A5;02;09;02/09;19/01/2021 00:00;4;19;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~219;219;A5;02;09;02/09;19/01/2021 00:00;4;19;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~220;220;A5;02;09;02/09;19/01/2021 00:00;4;19;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~221;221;A5;02;09;02/09;19/01/2021 00:00;4;19;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~222;222;A5;02;09;02/09;19/01/2021 00:00;4;19;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~223;223;A5;02;09;02/09;19/01/2021 00:00;4;19;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~224;224;A5;02;09;02/09;19/01/2021 00:00;4;19;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~225;225;A5;02;09;02/09;19/01/2021 00:00;4;19;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~226;226;A5;02;09;02/09;19/01/2021 00:00;4;19;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~227;227;A5;02;09;02/09;19/01/2021 00:00;4;19;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~228;228;A5;02;09;02/09;19/01/2021 00:00;4;19;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~229;229;A5;02;10;02/10;20/01/2021 00:00;4;20;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~230;230;A5;02;10;02/10;20/01/2021 00:00;4;20;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~231;231;A5;02;10;02/10;20/01/2021 00:00;4;20;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~232;232;A5;02;10;02/10;20/01/2021 00:00;4;20;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~233;233;A5;02;10;02/10;20/01/2021 00:00;4;20;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~234;234;A5;02;10;02/10;20/01/2021 00:00;4;20;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~235;235;A5;02;10;02/10;20/01/2021 00:00;4;20;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~236;236;A5;02;10;02/10;20/01/2021 00:00;4;20;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~237;237;A5;02;10;02/10;20/01/2021 00:00;4;20;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~238;238;A5;02;10;02/10;20/01/2021 00:00;4;20;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~239;239;A5;02;10;02/10;20/01/2021 00:00;4;20;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~240;240;A5;02;10;02/10;20/01/2021 00:00;4;20;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~241;241;A5;03;01;03/01;21/01/2021 00:00;5;21;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~242;242;A5;03;01;03/01;21/01/2021 00:00;5;21;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~243;243;A5;03;01;03/01;21/01/2021 00:00;5;21;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~244;244;A5;03;01;03/01;21/01/2021 00:00;5;21;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~245;245;A5;03;01;03/01;21/01/2021 00:00;5;21;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~246;246;A5;03;01;03/01;21/01/2021 00:00;5;21;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~247;247;A5;03;01;03/01;21/01/2021 00:00;5;21;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~248;248;A5;03;01;03/01;21/01/2021 00:00;5;21;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~249;249;A5;03;01;03/01;21/01/2021 00:00;5;21;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~250;250;A5;03;01;03/01;21/01/2021 00:00;5;21;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~251;251;A5;03;01;03/01;21/01/2021 00:00;5;21;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~252;252;A5;03;01;03/01;21/01/2021 00:00;5;21;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~253;253;A5;03;02;03/02;22/01/2021 00:00;5;22;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~254;254;A5;03;02;03/02;22/01/2021 00:00;5;22;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~255;255;A5;03;02;03/02;22/01/2021 00:00;5;22;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~256;256;A5;03;02;03/02;22/01/2021 00:00;5;22;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~257;257;A5;03;02;03/02;22/01/2021 00:00;5;22;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~258;258;A5;03;02;03/02;22/01/2021 00:00;5;22;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~259;259;A5;03;02;03/02;22/01/2021 00:00;5;22;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~260;260;A5;03;02;03/02;22/01/2021 00:00;5;22;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~261;261;A5;03;02;03/02;22/01/2021 00:00;5;22;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~262;262;A5;03;02;03/02;22/01/2021 00:00;5;22;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~263;263;A5;03;02;03/02;22/01/2021 00:00;5;22;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~264;264;A5;03;02;03/02;22/01/2021 00:00;5;22;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~265;265;A5;03;03;03/03;23/01/2021 00:00;5;23;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~266;266;A5;03;03;03/03;23/01/2021 00:00;5;23;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~267;267;A5;03;03;03/03;23/01/2021 00:00;5;23;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~268;268;A5;03;03;03/03;23/01/2021 00:00;5;23;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~269;269;A5;03;03;03/03;23/01/2021 00:00;5;23;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~270;270;A5;03;03;03/03;23/01/2021 00:00;5;23;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~271;271;A5;03;03;03/03;23/01/2021 00:00;5;23;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~272;272;A5;03;03;03/03;23/01/2021 00:00;5;23;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~273;273;A5;03;03;03/03;23/01/2021 00:00;5;23;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~274;274;A5;03;03;03/03;23/01/2021 00:00;5;23;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~275;275;A5;03;03;03/03;23/01/2021 00:00;5;23;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~276;276;A5;03;03;03/03;23/01/2021 00:00;5;23;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~277;277;A5;03;04;03/04;24/01/2021 00:00;5;24;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~278;278;A5;03;04;03/04;24/01/2021 00:00;5;24;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~279;279;A5;03;04;03/04;24/01/2021 00:00;5;24;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~280;280;A5;03;04;03/04;24/01/2021 00:00;5;24;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~281;281;A5;03;04;03/04;24/01/2021 00:00;5;24;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~282;282;A5;03;04;03/04;24/01/2021 00:00;5;24;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~283;283;A5;03;04;03/04;24/01/2021 00:00;5;24;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~284;284;A5;03;04;03/04;24/01/2021 00:00;5;24;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~285;285;A5;03;04;03/04;24/01/2021 00:00;5;24;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~286;286;A5;03;04;03/04;24/01/2021 00:00;5;24;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~287;287;A5;03;04;03/04;24/01/2021 00:00;5;24;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~288;288;A5;03;04;03/04;24/01/2021 00:00;5;24;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~289;289;A5;03;05;03/05;25/01/2021 00:00;5;25;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~290;290;A5;03;05;03/05;25/01/2021 00:00;5;25;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~291;291;A5;03;05;03/05;25/01/2021 00:00;5;25;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~292;292;A5;03;05;03/05;25/01/2021 00:00;5;25;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~293;293;A5;03;05;03/05;25/01/2021 00:00;5;25;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~294;294;A5;03;05;03/05;25/01/2021 00:00;5;25;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~295;295;A5;03;05;03/05;25/01/2021 00:00;5;25;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~296;296;A5;03;05;03/05;25/01/2021 00:00;5;25;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~297;297;A5;03;05;03/05;25/01/2021 00:00;5;25;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~298;298;A5;03;05;03/05;25/01/2021 00:00;5;25;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~299;299;A5;03;05;03/05;25/01/2021 00:00;5;25;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~300;300;A5;03;05;03/05;25/01/2021 00:00;5;25;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~301;301;A5;03;06;03/06;26/01/2021 00:00;6;26;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~302;302;A5;03;06;03/06;26/01/2021 00:00;6;26;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~303;303;A5;03;06;03/06;26/01/2021 00:00;6;26;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~304;304;A5;03;06;03/06;26/01/2021 00:00;6;26;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~305;305;A5;03;06;03/06;26/01/2021 00:00;6;26;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~306;306;A5;03;06;03/06;26/01/2021 00:00;6;26;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~307;307;A5;03;06;03/06;26/01/2021 00:00;6;26;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~308;308;A5;03;06;03/06;26/01/2021 00:00;6;26;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~309;309;A5;03;06;03/06;26/01/2021 00:00;6;26;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~310;310;A5;03;06;03/06;26/01/2021 00:00;6;26;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~311;311;A5;03;06;03/06;26/01/2021 00:00;6;26;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~312;312;A5;03;06;03/06;26/01/2021 00:00;6;26;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~313;313;A5;03;07;03/07;27/01/2021 00:00;6;27;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~314;314;A5;03;07;03/07;27/01/2021 00:00;6;27;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~315;315;A5;03;07;03/07;27/01/2021 00:00;6;27;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~316;316;A5;03;07;03/07;27/01/2021 00:00;6;27;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~317;317;A5;03;07;03/07;27/01/2021 00:00;6;27;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~318;318;A5;03;07;03/07;27/01/2021 00:00;6;27;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~319;319;A5;03;07;03/07;27/01/2021 00:00;6;27;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~320;320;A5;03;07;03/07;27/01/2021 00:00;6;27;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~321;321;A5;03;07;03/07;27/01/2021 00:00;6;27;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~322;322;A5;03;07;03/07;27/01/2021 00:00;6;27;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~323;323;A5;03;07;03/07;27/01/2021 00:00;6;27;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~324;324;A5;03;07;03/07;27/01/2021 00:00;6;27;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~325;325;A5;03;08;03/08;28/01/2021 00:00;6;28;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~326;326;A5;03;08;03/08;28/01/2021 00:00;6;28;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~327;327;A5;03;08;03/08;28/01/2021 00:00;6;28;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~328;328;A5;03;08;03/08;28/01/2021 00:00;6;28;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~329;329;A5;03;08;03/08;28/01/2021 00:00;6;28;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~330;330;A5;03;08;03/08;28/01/2021 00:00;6;28;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~331;331;A5;03;08;03/08;28/01/2021 00:00;6;28;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~332;332;A5;03;08;03/08;28/01/2021 00:00;6;28;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~333;333;A5;03;08;03/08;28/01/2021 00:00;6;28;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~334;334;A5;03;08;03/08;28/01/2021 00:00;6;28;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~335;335;A5;03;08;03/08;28/01/2021 00:00;6;28;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~336;336;A5;03;08;03/08;28/01/2021 00:00;6;28;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~337;337;A5;03;09;03/09;29/01/2021 00:00;6;29;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~338;338;A5;03;09;03/09;29/01/2021 00:00;6;29;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~339;339;A5;03;09;03/09;29/01/2021 00:00;6;29;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~340;340;A5;03;09;03/09;29/01/2021 00:00;6;29;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~341;341;A5;03;09;03/09;29/01/2021 00:00;6;29;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~342;342;A5;03;09;03/09;29/01/2021 00:00;6;29;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~343;343;A5;03;09;03/09;29/01/2021 00:00;6;29;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~344;344;A5;03;09;03/09;29/01/2021 00:00;6;29;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~345;345;A5;03;09;03/09;29/01/2021 00:00;6;29;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~346;346;A5;03;09;03/09;29/01/2021 00:00;6;29;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~347;347;A5;03;09;03/09;29/01/2021 00:00;6;29;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~348;348;A5;03;09;03/09;29/01/2021 00:00;6;29;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~349;349;A5;03;10;03/10;30/01/2021 00:00;6;30;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~350;350;A5;03;10;03/10;30/01/2021 00:00;6;30;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~351;351;A5;03;10;03/10;30/01/2021 00:00;6;30;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~352;352;A5;03;10;03/10;30/01/2021 00:00;6;30;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~353;353;A5;03;10;03/10;30/01/2021 00:00;6;30;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~354;354;A5;03;10;03/10;30/01/2021 00:00;6;30;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~355;355;A5;03;10;03/10;30/01/2021 00:00;6;30;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~356;356;A5;03;10;03/10;30/01/2021 00:00;6;30;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~357;357;A5;03;10;03/10;30/01/2021 00:00;6;30;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~358;358;A5;03;10;03/10;30/01/2021 00:00;6;30;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~359;359;A5;03;10;03/10;30/01/2021 00:00;6;30;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~360;360;A5;03;10;03/10;30/01/2021 00:00;6;30;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~361;361;A5;04;01;04/01;31/01/2021 00:00;7;31;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~362;362;A5;04;01;04/01;31/01/2021 00:00;7;31;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~363;363;A5;04;01;04/01;31/01/2021 00:00;7;31;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~364;364;A5;04;01;04/01;31/01/2021 00:00;7;31;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~365;365;A5;04;01;04/01;31/01/2021 00:00;7;31;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~366;366;A5;04;01;04/01;31/01/2021 00:00;7;31;AA-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~367;367;A5;04;01;04/01;31/01/2021 00:00;7;31;AA-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~368;368;A5;04;01;04/01;31/01/2021 00:00;7;31;AA-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~369;369;A5;04;01;04/01;31/01/2021 00:00;7;31;AA-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~370;370;A5;04;01;04/01;31/01/2021 00:00;7;31;AA-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~371;371;A5;04;01;04/01;31/01/2021 00:00;7;31;AA-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~372;372;A5;04;01;04/01;31/01/2021 00:00;7;31;AA-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~373;373;A5;04;02;04/02;01/02/2021 00:00;7;32;AA-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~374;374;A5;04;02;04/02;01/02/2021 00:00;7;32;AA-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~375;375;A5;04;02;04/02;01/02/2021 00:00;7;32;AA-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~376;376;A5;04;02;04/02;01/02/2021 00:00;7;32;AA-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~377;377;A5;04;02;04/02;01/02/2021 00:00;7;32;AA-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
